8.076203,12.61596,1.146737
8.092361,12.60975,1.146737
9.839389,9.1311,1.146737
8.066243,12.62253,1.146737
7.533288,6.74795,1.146737
8.06349,12.62278,1.146737
3.720958,8.930877,1.146737
3.727471,8.916189,1.146737
7.517622,6.744004,1.146737
7.953785,12.67686,1.146737
7.542061,6.744962,1.146737
4.906454,12.20539,1.147327
3.737164,10.31454,1.147335
3.767669,10.38336,1.148266
6.540208,6.627803,1.14903
4.119484,11.2575,1.149369
5.407351,6.854871,1.15047
5.586066,6.776644,1.151309
5.848549,12.71961,1.152585
6.581376,12.89104,1.152841
4.663471,12.00191,1.153276
4.778187,12.09445,1.153957
5.896467,6.692093,1.154398
9.659389,8.596273,1.155478
9.543157,8.344029,1.155579
9.556977,8.396409,1.155676
9.886032,9.360233,1.157589
9.814605,10.68241,1.157664
4.904115,7.148901,1.158062
3.748374,8.817928,1.159104
8.78755,12.14575,1.159933
7.40209,12.8538,1.161365
7.006437,6.64731,1.162763
8.667135,12.23853,1.162861
8.25641,12.50902,1.162863
9.779446,8.960861,1.163181
3.978899,10.95467,1.163212
6.956923,6.651756,1.163286
5.620989,12.61642,1.163846
3.969205,10.95657,1.165142
8.880983,7.405192,1.165805
9.897433,10.28938,1.166094
9.912379,10.18867,1.16689
4.110485,11.21668,1.167206
7.585299,12.81229,1.167608
5.324796,12.47379,1.168013
9.464351,8.181517,1.168251
9.469757,8.190911,1.168468
5.263908,12.43844,1.170589
5.603544,6.7716,1.170599
6.109463,12.80801,1.170955
5.181792,12.39101,1.171184
4.362603,11.63305,1.171289
3.711561,10.10108,1.172248
8.295397,12.48521,1.172483
3.699947,10.03156,1.172721
8.219359,7.007479,1.172914
9.071751,11.88818,1.173239
5.842806,12.726,1.176992
9.795802,9.015444,1.177036
9.763734,8.903274,1.177951
4.153399,7.970057,1.178861
9.473272,11.41278,1.179742
8.55795,12.31767,1.180393
8.890992,7.413166,1.182515
9.113989,7.63945,1.182758
3.804063,10.53966,1.183451
4.31797,7.739886,1.18574
6.142636,12.80919,1.188369
9.043822,11.89999,1.188898
7.052205,6.661592,1.189808
4.152565,11.31131,1.189906
7.433758,12.83559,1.191745
9.354718,8.00863,1.192457
9.633468,11.15426,1.192567
6.836328,12.89042,1.193625
9.920963,9.74363,1.193923
8.60861,12.2808,1.194191
9.465467,11.40743,1.19452
9.434366,8.146712,1.195268
4.572207,7.436855,1.195611
6.93141,6.648027,1.196603
3.673467,9.237292,1.197166
5.047427,12.29221,1.197406
9.147735,7.68157,1.198522
3.714018,9.008075,1.199064
4.613874,11.94741,1.199307
4.718021,7.31453,1.199816
3.77111,8.752786,1.201221
9.897373,10.37367,1.201396
9.752456,8.829399,1.201829
5.402829,12.50578,1.202225
9.292395,11.64887,1.20343
6.352612,12.85809,1.203431
4.880501,7.165448,1.205136
9.921703,10.06614,1.205427
5.38488,6.877609,1.207658
8.501993,7.14286,1.207753
9.338496,11.59193,1.207873
9.618984,8.520809,1.207999
5.356826,6.891521,1.208152
9.64869,8.592088,1.208264
8.353843,7.071417,1.208449
5.462425,6.827986,1.208741
5.373379,12.4985,1.209901
5.553246,12.58177,1.210133
9.612872,11.17184,1.210224
7.60504,6.766866,1.211335
5.064689,7.04283,1.211543
4.793506,7.236084,1.212325
7.61114,6.768285,1.212537
9.545204,11.28918,1.212806
6.60203,12.88136,1.212909
3.691206,9.96154,1.213152
6.120197,12.80285,1.213383
4.706815,7.32509,1.213426
6.18837,12.82648,1.213532
4.754169,12.06591,1.215146
9.79588,9.008549,1.21596
8.833116,12.10485,1.216545
8.090085,6.943329,1.217749
8.824566,12.11261,1.217908
9.758674,8.878045,1.21902
6.417523,12.86575,1.219586
3.799396,8.671038,1.22033
7.544673,6.752357,1.220613
3.99113,8.236355,1.221233
7.604739,6.756337,1.221322
3.755123,10.3578,1.222335
4.448043,7.573005,1.224258
7.722206,6.794301,1.225447
7.642945,12.77954,1.225735
8.28651,7.038284,1.226192
9.799328,9.018679,1.226375
4.170988,11.33379,1.226554
6.629457,12.88364,1.227025
4.176427,7.94134,1.227372
3.795028,10.49598,1.229077
4.172189,11.31854,1.229254
5.234022,6.945171,1.229976
4.427425,11.71308,1.231344
5.213244,12.40438,1.231363
9.93336,9.751192,1.232544
3.68506,9.978796,1.232794
3.667561,9.704582,1.235756
9.190464,7.758047,1.236592
9.846424,10.62332,1.236603
6.25444,6.632293,1.236843
9.692166,8.699328,1.237504
3.674131,9.46365,1.23906
3.966998,8.28738,1.23923
8.937487,7.451534,1.23959
4.747122,7.288577,1.240143
8.336632,12.47026,1.240433
9.936968,9.859329,1.240459
9.915509,10.19722,1.240722
9.406048,11.48806,1.240747
9.916757,10.25302,1.24246
8.324543,12.47771,1.243329
8.446576,12.39809,1.243451
9.657457,8.579612,1.243738
5.822013,6.714984,1.243789
4.201015,7.905882,1.243793
9.8565,9.237402,1.243926
9.651675,11.10752,1.244261
4.286469,11.50371,1.244274
9.0352,11.92185,1.245305
9.119724,7.660956,1.248019
6.04842,12.78725,1.249841
4.136332,11.27302,1.250077
4.97141,7.105658,1.250569
6.581472,12.88562,1.250753
5.857096,6.704254,1.251453
9.208049,11.72827,1.252015
8.110738,12.58854,1.252098
8.789598,12.13104,1.252335
4.668899,7.351261,1.252989
6.420203,6.624424,1.253097
3.900104,10.78406,1.253195
9.772332,8.886967,1.254127
9.443614,8.157088,1.255142
3.671653,9.586473,1.255306
6.590917,6.618048,1.257022
9.927757,10.18097,1.25719
7.921258,12.68947,1.25818
4.496845,7.516504,1.258442
8.343244,12.46587,1.258443
8.241449,12.51566,1.258541
5.014841,7.088672,1.258738
8.094381,12.607,1.259521
8.407146,7.096982,1.260382
3.924173,8.376113,1.261815
4.953175,12.21795,1.261841
8.774432,12.15834,1.261901
3.947414,10.88898,1.263825
4.373738,11.63533,1.264055
3.823027,8.618486,1.264066
7.49499,12.82845,1.264697
9.198538,7.745751,1.264771
8.626238,12.26751,1.265577
8.777143,12.15593,1.266211
7.60621,6.765941,1.266246
3.709708,10.11553,1.267028
4.855451,12.15957,1.267313
4.284751,11.51288,1.267639
3.682283,9.909295,1.268053
4.369512,11.62884,1.269333
7.015615,6.644539,1.269468
8.029752,12.63787,1.270302
8.444381,7.117918,1.270347
9.490552,11.37722,1.270665
9.434711,11.46688,1.272108
4.980659,7.111648,1.272376
9.36073,7.991224,1.272644
8.318209,12.46944,1.273456
9.772909,8.885464,1.273703
9.810965,9.050488,1.274376
7.807655,6.831386,1.274548
6.853846,12.8959,1.27471
5.02458,12.28243,1.274882
3.669722,9.437179,1.275753
6.097759,6.643686,1.276745
3.77496,8.76467,1.277394
8.600029,12.28645,1.277742
9.914255,9.505744,1.278104
4.323889,11.55982,1.278776
9.889505,9.409075,1.279878
9.06426,7.574549,1.28101
3.729672,8.923622,1.281461
9.675638,11.08775,1.281965
4.365828,7.689344,1.282196
5.206751,12.39648,1.283736
5.770557,6.7223,1.283769
4.185761,7.934709,1.283976
7.058854,12.88356,1.284692
8.989407,11.96366,1.28526
4.942662,7.125431,1.286423
9.754834,10.8883,1.287945
7.981133,6.891828,1.288092
3.882486,10.73797,1.288264
8.94664,12.00246,1.288886
3.741971,10.23251,1.289219
9.636449,8.523535,1.289234
9.42916,11.47481,1.289504
9.931441,9.941982,1.2912
9.890402,9.34011,1.291297
8.919809,7.432184,1.291708
7.023044,6.654632,1.292337
9.202291,11.73518,1.294741
4.425066,7.619131,1.294759
6.510815,12.86595,1.295187
9.387789,11.51444,1.295271
9.866304,9.222382,1.295643
3.722857,10.1836,1.295834
8.645714,7.236528,1.296359
4.663908,7.366123,1.296652
9.657517,8.572536,1.29761
9.625552,8.525275,1.297923
9.922809,10.16388,1.298242
9.455396,8.173977,1.298816
9.470474,8.178782,1.300144
4.579683,7.436136,1.300711
3.689145,9.266753,1.302775
4.357959,11.60812,1.302978
8.626768,12.26686,1.303993
7.599341,6.763479,1.304378
4.250055,7.823847,1.306778
5.099887,7.032791,1.308022
4.799162,12.11323,1.308895
6.990131,6.640191,1.310435
4.124346,8.032503,1.311039
6.699532,12.89037,1.311183
8.714418,12.20317,1.311533
4.232259,11.40413,1.313932
4.720457,7.302877,1.314057
8.875973,12.05308,1.315192
8.348831,7.065214,1.316026
9.091993,11.86997,1.317166
5.800734,12.69094,1.317768
3.677428,9.507113,1.318452
3.677664,9.611148,1.318611
7.730976,6.804298,1.319017
9.912732,9.567549,1.319435
6.932352,6.644587,1.319981
6.176383,6.630455,1.320071
6.889118,12.88448,1.320145
3.674026,9.699015,1.320197
4.002957,8.232322,1.320333
3.825402,8.623262,1.320388
9.875587,9.260324,1.320967
7.727318,6.803012,1.321198
6.928106,12.89517,1.321485
8.840055,12.08571,1.321755
8.762688,7.320437,1.322006
9.91098,9.544328,1.322438
6.828005,12.89222,1.322944
8.797296,7.345036,1.32315
9.84139,10.65764,1.32374
8.334426,12.47027,1.324758
6.054492,12.7845,1.325291
7.895771,6.860636,1.325665
9.206711,7.77342,1.326416
4.549124,7.465806,1.327253
9.833939,10.68431,1.327626
9.317728,11.62283,1.327741
3.68598,9.890062,1.328135
5.571548,12.58406,1.32892
3.94742,10.85152,1.329888
9.135983,7.675477,1.330788
7.540936,12.81526,1.330804
3.761261,10.35067,1.331848
4.77729,12.0778,1.332469
4.085561,8.076879,1.334009
9.083081,11.86524,1.334356
4.956403,12.21445,1.335214
9.435616,8.135764,1.335467
5.397407,12.49469,1.336463
9.900563,10.40768,1.337504
3.685737,9.72694,1.338314
5.868493,6.701783,1.338914
4.992666,7.093022,1.339126
4.035406,8.194054,1.33957
3.733593,8.929542,1.34041
6.72781,12.87926,1.341018
6.28828,6.618818,1.341533
5.130533,7.002567,1.342161
8.140498,12.58213,1.34268
9.925659,9.580771,1.34342
7.304825,12.86591,1.34367
4.752439,7.288047,1.344588
9.93747,10.12292,1.344814
9.745708,10.91461,1.345259
8.441231,7.102996,1.34539
3.695292,9.220134,1.345773
8.382168,7.068047,1.34593
9.247887,11.68646,1.346359
5.812342,6.718064,1.349453
4.411575,7.624074,1.349673
9.36192,11.56574,1.349705
6.12077,6.651269,1.349742
9.922851,10.19123,1.350258
9.043242,11.90155,1.350264
7.967247,6.884915,1.350309
9.065306,11.89533,1.350591
5.956366,12.75546,1.351786
6.250657,6.623021,1.351878
4.485788,11.78985,1.3536
4.349679,7.713852,1.353687
9.642928,8.555822,1.354351
4.208673,7.890913,1.355031
9.055117,11.90461,1.356582
8.612446,7.201788,1.357073
8.136582,12.57231,1.359895
9.428183,8.100323,1.360944
9.844497,10.65409,1.361419
7.997296,6.895097,1.361432
9.444002,11.44258,1.361859
4.754809,12.05343,1.363281
6.005196,12.77203,1.363643
9.928912,9.726107,1.363912
9.534433,8.30081,1.364638
9.058301,7.561807,1.36529
8.757987,12.17117,1.365562
8.849314,12.07759,1.365686
3.987234,10.93509,1.367158
9.155329,7.67662,1.367818
6.699257,6.628985,1.368636
7.947986,12.67458,1.369248
9.933257,9.821951,1.370079
7.653691,12.78224,1.370363
6.538436,12.86667,1.370406
9.512565,8.254256,1.370936
8.538506,12.33047,1.371176
9.149389,7.669298,1.37202
5.721464,12.65289,1.37235
3.685457,9.676883,1.374018
3.858525,8.54693,1.374675
4.378892,7.680333,1.375333
8.007675,12.64584,1.377479
4.327028,11.54986,1.377585
7.611784,12.78635,1.37769
5.736141,12.66397,1.378604
9.863499,9.188022,1.380191
9.438139,11.45109,1.380317
8.301097,12.47827,1.381987
8.833611,12.10563,1.383533
9.91374,10.33325,1.383613
8.604878,7.19513,1.38404
9.854115,10.58995,1.38404
9.823142,10.73285,1.384552
3.862377,8.539843,1.385187
3.694365,9.954032,1.385252
5.420094,6.851009,1.386876
3.674273,9.63025,1.387851
4.684329,11.98338,1.38799
4.203845,11.35937,1.388762
4.710804,7.326456,1.389031
7.276992,6.688036,1.389092
6.307361,12.83503,1.39097
4.39707,11.66315,1.391341
8.175271,6.978753,1.391821
7.947511,6.876616,1.392192
6.183344,12.80939,1.392528
4.953668,7.119967,1.394668
7.846992,6.842276,1.394716
9.456573,8.167311,1.396447
9.915783,9.557457,1.39692
3.691372,9.887058,1.397349
4.414634,7.62378,1.397439
3.737618,8.981687,1.397693
7.370188,12.85159,1.397847
8.085946,6.924019,1.397936
9.0377,7.536386,1.398635
9.281125,11.65118,1.39866
9.386538,8.044293,1.398804
5.589904,12.58899,1.399173
7.933303,12.6807,1.399398
4.144348,7.994852,1.400806
9.646495,8.533442,1.401345
